itemId,fromTime,toTime,sellingDays,price,quantitySold,sellingPerDay,bidCount,timeLeft,boe,title,url
261068459364,2012-07-16 09:46:49,2012-08-15 09:46:49,4.0,5.29,2,.50,0,New Women Sexy Chiffon Sleeveless Vest Petal Wave Multicolor T-shirt Fashion,http://www.ebay.com/itm/New-Women-Sexy-Chiffon-Sleeveless-Vest-Petal-Wave-Multicolor-T-shirt-Fashion-/261068459364,
