itemId,fromTime,toTime,sellingDays,price,quantitySold,sellingPerDay,bidCount,timeLeft,boe,title,url
360843153074,2014-01-22 09:30:54,2014-02-21 09:30:54,1.0,2.11,9,9.00,0,2 stainless steel spoon cuticle pusher nail Tool D112,http://www.ebay.com/itm/2-stainless-steel-spoon-cuticle-pusher-nail-Tool-D112-/360843153074,
